Name,DetailedInfo,SupportInfo,Target,HowtoRegister,URL,Category1,Category2,Category3,toktokid
노후준비서비스,"안정된 노후생활을 위하여 재무·건강·여가·대인관계 등 분야별 종합적 노후준비를
지원합니다.","노후준비에 필요한 재무·건강·여가·대인관계 등의 분야에 대한 종합적인 노후준비 진단. 상담. 교육. 관계기관 연계. 사후관리 서비스를 제공합니다.
노후준비서비스 제공절차는 다음과 같습니다.
진단서비스 ▶ 상담서비스 ▶ 관계기관 연계서비스 ▶ 사후관리서비스","일반 국민 모두가 해당합니다.","국민연금공단에 방문. 전화. 우편. 인터넷으로 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=017&welInfSno=31&pageGb=1&domainName=&firstIndex=10&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,생활지원,80
석면피해구제급여,"석면으로 인한 건강 피해를 신속하고 공정하게
구제할 수 있도록 지원합니다.","요양급여

건강보험법 등에 따른 본인부담금

(연간한도 약 500만원)

요양생활수당(중피종. 폐암)

1.421.190원/월

(2인 가구 기준 중위소득의 475/1000)

요양생활수당(석면폐증 1급.미만성 흉막비후)

1.023.250원/월

(2인 가구 기준 중위소득의 342/1000)

요양생활수당(석면폐증 2급)

682.170원/월

(2인 가구 기준 중위소득의 228/1000)

요양생활수당(석면폐증 3급)

341.080원/월

(2인 가구 기준 중위소득의 114/1000)

장의비/특별장의비

2.683.800원

(2인 가구 기준 중위소득의 897/1000)

특별유족 조위금(중피종. 폐암)

40.257.000원

(장의비의 1.500/100)

특별유족 조위금(석면폐증 1급. 미만성 흉막비후)

20.128.500원

(장의비의 750/100)

특별유족 조위금(석면폐증 2급)

13.419.000원

(장의비의 500/100)

특별유족 조위금(석면폐증 3급)

6.709.500원

(장의비의 250/100)

구제급여조정금

특별유족조위금 - 기 지급 급여액

(* 수급자 중도 사망 시 지급)","석면피해(특별유족)를 인정 받은 자를 지원합니다.
산재보험이나 다른 법에 의한 보상을 받은 경우에는 지원 대상에서 제외합니다.","시/군/구(환경보건 관련 부서) 문의 후 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=017&welInfSno=91&pageGb=1&domainName=&firstIndex=40&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,생활지원,81
"제대군인 대부지원","금융기관에 대부업무를 위탁하여 신용이 낮은 사람도 대부를 받을 수 있도록 하고.
6개월 이상 연체된 채권은 보훈처에서 양수하여
오랫동안 군복무한 제대군인의 생활안정을 도모합니다.","주택구입(신축)
아파트분양 3000~6000만원 3% 20년 균등상환
주택임차 1500~4000만원 3% 7년 균등상환
농토구입 2500만원 4% 3년거치 10년상환
사업자금 2000만원 4% 7년 균등상환
학자금 학기당500만원 4% 5년 균등상환
생활안정자금 300만원 3% 3년 균등상환","군에서 10년 이상 복무하고 전역한 제대군인에게 지원합니다.
주택을 구입(신축)했거나 주택을 임차한 경우 대부신청일 현재 무주택자에게 지원합니다.
주택을 구입(신축)한 경우에는 부부공동명의로 소유권 등기를 한 경우에도 제대 군인 본인의 지분(50% 이상)을 담보로 대부를 지원합니다.
아파트를 분양 받은 경우. 아파트 분양 대상 결정자 중 희망자에게도 대출을 지원합니다.
본인 또는 배우자 공동명의로 농토를 구입하고자 하는 사람으로 본인. 배우자 주민등록상 본인과 1년 이상 동거하고 있는 조부모. 부모. 자녀. 손자녀 등이 직접 영농에 종사하는 경우에 지원합니다.
소규모 사업을 운영하고 있거나 신규로 운영하고자 하는 본인과 배우자(법인사업 등 일부업종 제외)에게 사업비 대출을 지원합니다.
신규 또는 기존의 개인택시 사업자에게 차량 구입비. 차고 시설비 등의 소요자금에 대해 대출을 지원합니다.
재해 복구비. 의료비. 경조비 및 전세보증금 인상 등으로 긴급 가계자금이 필요한 경우에 대출을 지원합니다.
학자금의 경우에는 본인 또는 자녀가 국내의 전문대학 이상(대학원 포함)에 입학 또는 재학 중일 때에 대출을 지원합니다(가구당 인원 제한 없음).","직접 지원의 경우에는 보훈(지)청. 위탁 지원 및 부실채권양수는 위탁금융기관으로 방문하거나. 인터넷(www.vnet.go.kr). 우편 등으로 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=017&welInfSno=136&pageGb=1&domainName=&firstIndex=40&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,생활지원,82
소상공인지원(융자),"국가경제의 균형발전을 도모하기 위하여 소상공인의
창업 및 경영 개선 활동을 지원합니다.","소상공인 경영안정자금을 업체당 7.000만원 한도(정책자금 기준금리 + 0.6%P. 5년 이내 상환. 2년 거치 포함)에서 대출할 수 있도록 지원합니다.","소상공인을 지원합니다.
단. 아래의 업종을 운영하는 소상공인은 지원대상에서 제외합니다.
유흥 향락 업종
불건전 업종
기타 국민보건 및 건전문화에 반할 우려가 있다고 중소기업청장이 지정한 업종","신청자 사업자 등록증상 사업장 소재지 소상공인시장진흥공단 지역센터를 방문하여 서비스를 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=017&welInfSno=279&pageGb=1&domainName=&firstIndex=40&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,생활지원,83
공공산림가꾸기,"청년 실업자나 장년층 퇴직자 등을 산림사업에 투입하여 일자리를 창출하고.
산물수집을 확대하여 산림자원의 활용을 높입니다.","다음은 공공산림 가꾸기 사업유형입니다.
산림 바이오매스 수집단: 공공성이 강한 생활권 주변 산림정비 및 숲 가꾸기 산물 수집
숲 가꾸기 자원 조사단: 산림자원조사 업무 및 산림사업 DB 구축
숲 가꾸기 패트롤: 각종 산림피해(덩굴류. 병해충. 산림재해 등) 및 산림 내 현장민원 처리
산림 바이오매스 수집단. 숲 가꾸기 자원 조사단 사업에 참여한 인부에게는 1일 68.720원을 지급합니다.
숲 가꾸기 패트롤 사업에 참여한 인부에게는 1일 76.720원을 지급합니다.","만 18세 이상의 성인 중에서 실업자 또는 정기적인 소득이 없는 일용근로자를 지원합니다.","지방 산림청. 국유림관리소에 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=019&welInfSno=201&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=#none,생애주기,중장년,고용지원,84
"여성기업 판로지원","여성이 운영하는 기업의 해외 진출을 지원함으로써
여성 창업 활성화와 여성 기업의 경쟁력 강화를 도모합니다.","여성기업 확인제도를 운영합니다.
TV홈쇼핑을 통한 판매를 지원합니다.
해외진출을 지원합니다.","여성기업. (예비)여성창업자를 지원합니다.","여성기업종합지원센터 문의 후 신청합니다.
☞ 전국 여성기업종합지원센터 찾아보기
여성기업제품 공공구매는 한국여성경제인협회 여성기업제품 공공구매 홈페이지를 방문하시면 됩니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=019&welInfSno=85&pageGb=1&domainName=&firstIndex=20&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,고용지원,85
"산재근로자 직장 복귀지원","산업재해로 장해를 입은 근로자가 기존 직장으로 복귀할 수 있도록 지원합니다.","산재근로자를 원래 다니던 직장에 복귀시켜 고용을 유지하거나 직장적응훈련 혹은 재활운동을 실시한 사업주에게 다음과 같이 지원합니다.
직장복귀지원금: 최대 12개월 동안 고시금액 내 장해등급에 따라 차등지원
(제1급~제3급은 매달 80만원. 제4급~제9급은 매달 60만원. 제10급~제12급은 매달 45만원)
직장적응훈련비: 최대 3개월 동안 매달 45만원을 고시금액 내에서 실비 지급
재활운동비: 최대 3개월 동안 매달 15만원을 고시금액 내에서 실비 지급","산업재해 장해등급 제1급~제12급에 해당하는 소속재해자를 원직장에 복귀시켜 고용을 유지한 사업주를 지원합니다.","사업주가 근로복지공단에 방문하거나 우편 또는 인터넷으로 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=019&welInfSno=98&pageGb=1&domainName=&firstIndex=40&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,고용지원,86
"어린이집 지원
(교사근무환경개선비·교사겸직원장지원비)","어린이집 보육교사와 교사를 겸직하는 원장의 근로여건을 개선할 수 있도록
근무환경 개선비를 지원합니다.","교사근무환경개선비는 아래와 같이 지원합니다.
· 일 8시간 근무 기본보육 담임교사 및 대체교사: 월 24만원
· 일 4시간 근무 연장보육 전담교사 및 대체교사: 월 12만원
 * 평일기준 8시간 근무일수와 4시간 근무일수를 합하여 월 15일 이상인 경우 월 12만원 지급
교사겸직원장지원비는 월 75.000원을 지원합니다","어린이집 또는 시간제보육제공기관에서 반을 맡고 있는 담임교사(보육교사 또는 특수교사) 및 연장보육 전담교사. 담임교사와 연장보육 전담교사를 대체하는 대체교사로서 아래의 기준을 충족하는 사람이 지원대상입니다.
평일 8시간을 원칙으로 월 15일 이상 어린이집 또는 시간제보육 제공기관에서 실제 근무 또는 평일 4시간을 원칙으로 월 15일 이상 어린이집 및 시간제보육 제공기관에서 실제 근무한 사람을 지원합니다.
월급여 야간연장 교사는 일 6시간 이상 8시간 이내 근무 가능합니다.
신학기 적응기간(3.4월)에 한하여 대체교사 유휴인력 어린이집 지원 시 담임교사지원비 지급 가능합니다.
실제 근무일수가 15일 미만일 경우에는 근로자의 날. 공휴일(일요일 제외) 및 대체공휴일을 근무일수에 포함가능 하며. 월 5일 이내 휴가 또는 월 5일 이내의 법정보수교육 참석일을 추가포함 가능합니다. (다만. 원장사전직무교육은 인정 불가)
야간연장 교사. 방과후 교사. 24시간 교사도 지원대상 기준을 충족하는 경우 지원 가능합니다.
1일 2시간의 근로시간 단축 근무를 시행하고 있는 임신 후 12주 이내 또는 36주 이후에 있는 여성 교사. 육아기 근로시간 단축 근무자가 월15일 이상 근무하는 경우 지원가능(전액 지급)합니다.","어린이집에서 보육통합정보시스템으로 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=019&welInfSno=41&pageGb=1&domainName=&firstIndex=50&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,고용지원,87
"지역공동체 일자리사업","취약계층에게 생산적이고 안정적이며 지속 가능한 지역공동체 일자리를 제공하여
서민생활의 안정을 돕습니다.","다음과 같은 내용으로 임금을 지급하고. 4대보험에 가입됩니다.
1일(8시간 기준) 임금은 68.720원(시간당 8.590원). 유급 주휴일 및 연차유급휴가 적용
65세 미만은 1일 8시간이내. 주 40시간 이내에서 자치단체 자율적으로 운영
65세 이상은 1일 5시간이내. 주 25시간 이내에서 자치단체 자율적으로 운영
간식비는 1일 기준 5.000원 이내 별도 지급","만 18세 이상으로 일할 수 있는 능력이 있는 자를 지원합니다.
2인이상 가구소득이 기준중위소득 65% 이하(1인가구는 기준중위소득 120%이하)이면서 재산(토지.건축물.주택.자동차 등 재산액 합계)이 2억원 미만인 가구의 구성원을 지원합니다.","시/군/구청. 읍/면/동 주민센터를 방문하여 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=019&welInfSno=234&pageGb=1&domainName=&firstIndex=50&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,고용지원,88
"저임금근로자 사회보험료 지원사업
(두루누리)","소규모 사업에 근무하는 저임금 근로자의 사회보험료를 지원하여
근로자의 경제적 부담을 경감합니다.","지원 요건에 해당하는 대상자의 고용보험과 국민연금 보험료 부담분을 다음달 보험료에서 차감하고 지원합니다.
기존 가입자는 30%. 신규 가입자는 80~90%를 지원합니다.(1~4인 90%. 5~9인 80%)","근로자가 10인 미만인 소규모 사업에 근무하는 근로자 중 월 평균보수가 215만원 미만인 근로자와 해당 사업장의 사업주에게 사회보험료(고용보험과 국민연금)를 지원합니다.","근로복지공단 및 국민연금공단과 각 지사를 방문하여 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=019&welInfSno=188&pageGb=1&domainName=&firstIndex=60&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,고용지원,89
"중독관리통합지원센터 운영","중독관리통합지원센터(구. 알콜상담센터)를 설치·운영하여
통합적인 문제 음주자 및 알코올 등 중독자 관리체계를 구축하고
중독자 조기발견·상담·치료·재활 및 사회로의 복귀를 지원합니다.","알콜 등 중독자관리
중독자 가족지원
중독폐해 예방 및 교육
지역사회 사회안전망 조성
지역진단 및 기획 등","인구 20만 이상 시/구에 중독관리통합지원센터 1개소 설치를 원칙으로 하며. 현재 전국 50개소 센터에 대한 운영을 지원합니다.
이용대상은 다음과 같습니다.
※ 해당 중독관리통합지원센터(구. 알콜상담센터)는 관내 주민을 우선하되. 상황에 따라 인근 지역주민에게도 관련 서비스 제공 가능

지역사회 내 알콜 의존자. 문제음주자와 그 가족 등 지역주민
의료기관 또는 시설 등에서 퇴원(소)한 알코올 의존자 중 사회적응훈련을 필요로 하는 알콜 의존 및 남용자
기타 알콜 관련 상담 및 재활훈련 서비스가 필요한 자","시/도/군/구를 통해서 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=018&welInfSno=244&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,건강지원,90
요양급여(보조기)-산재보험급여,"근로자가 업무상 사유에 의하여 부상을 당하거나 질병이 발생한 경우 재활에 필요한 보조기구 비용을 지원합니다.","총 230개 품목의 재활보조기를 사거나 수리하는데 필요한 비용을 지원합니다.
재활보조기 115개 품목의 수리 비용을 지원합니다.
재활보조기구는 요양이 끝났을 때 비용을 지급하지만. 다음의 경우에는 치료 중에도 지급 가능합니다.
사지절단환자 또는 신경마비 등으로 인하여 치료가 끝난 후에도 계속해서 재활보조기구의 장착이 의학적으로 필요한 경우
경추. 흉추. 요추 등의 척추손상 또는 척추질환의 치료를 위해서 보조기 착용이 의학적으로 필요한 경우
관절손상 등으로 인하여 관절운동의 제한 또는 관절의 고정을 위해서 보조기 착용이 의학적으로 필요한 경우
하지골절로 인해 통원치료를 받을 때 목발이 의학적으로 필요한 경우","업무상 재해로 인하여 장해가 발생되어 재활보조기구 지급 대상에 해당하는 산재근로자를 지원합니다.","근로복지공단을 방문하거나 우편으로 신청합니다",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=018&welInfSno=180&pageGb=1&domainName=&firstIndex=10&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,건강지원,91
재가암환자관리,"집에서 투병중인 암환자를 대상으로 지역사회에서 제공 가능한 보건의료서비스를
통합적. 지속적으로 제공합니다","집에서 투병중인 암환자에게 현물 및 가정방문 서비스를 제공합니다.
자조모임 등 재가암환자를 위한 프로그램을 운영합니다.","모든 재가암환자(치료 중인 암환자. 말기암환자. 암생존자 등)에게 지원합니다.
재가암환자관리 서비스를 희망하는 모든 암환자에게 지원합니다.
지역사회기관으로부터 의뢰된 암환자를 지원합니다.","각 지역 보건소를 방문하여 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=018&welInfSno=49&pageGb=1&domainName=&firstIndex=10&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,건강지원,92
"발달장애인 부모상담지원사업","발달장애를 가진 자녀를 양육하고 부양하는 부모의 심리적 부담을 덜어 주고.
가족 관계가 더 좋아질 수 있도록 전문 심리상담을 지원합니다","발달장애 자녀를 양육 중인 부모에게 개인 심리상담 바우처(16만원)를 12개월 동안 제공합니다.
우울척도 판정결과 우울증이 의심되는 수준이거나. 기준 이하인 경우라도 스트레스 등 다른 심리/정서 검사 후 지원연장이 필요하다고 판단되는 경우 1회(최대 12개월)에 한하여 지원 연장이 가능합니다.
서비스 지원 연장여부와 상관없이 지원 대상자로 선정되어 서비스를 제공 받은 후. 서비스가 종료된 자는 종료일로부터 2년간 서비스 재이용이 불가합니다.","발달장애인(지적·자폐성장애인) 자녀를 둔 부모 및 보호자를 지원합니다.
지적장애 또는 자폐성 장애를 부장애로 가진 경우도 지원합니다.
발달장애인 자녀의 부모 동시에 지원합니다.
자녀가 영유아(만6세 미만)로 장애등록이 되어있지 않은 경우. 발달장애(지적·자폐성)가 의심된다는 발달재활서비스 의뢰서 또는 최근 6개월 이내 발행된 의사소견서(진단서) 제출시 지원이 가능합니다.
다른 법령(또는 국가 예산)에 따라 발달장애인 부모상담지원 사업과 유사한 서비스를 받고 있는 경우 또는 장애인복지법 제32조의 2(재외동포 및 외국의 장애인등록)에 따라 장애등록한 외국인(재외동포 포함)은 지원에서 제외됩니다.","주민등록상 주소지 관할 읍/면/동 주민센터를 방문하여 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=018&welInfSno=35&pageGb=1&domainName=&firstIndex=20&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,건강지원,93
"내집마련 디딤돌 대출","무주택 세대주가 주택구입 자금을 빌릴 수 있도록 지원하여 주거 안정을 돕습니다.","대출 한도는 최대 2억원 이내의 대출을 지원합니다.
(신혼부부 2.2억원. 2자녀이상가구 2.6억원. 30세이상 단독세대주 1.5억원)
대출 이율은 만기별. 소득별로 연 2.00%~3.15% 입니다.
(주택을 처음 구입하는 신혼부부 1.7%~2.75%)
① 신혼가구 0.2%p 우대. 장애인/다문화/생애최초자 0.2%p. 한부모 0.5%p 우대
② 청약저축 장기가입자 1년 및 12회 이상 납입자는 0.1%p. 3년 및 36회 이상 납입자는 0.2%p 인하 부동산 전자계약 이용시 2020.12.31. 신규접수분까지 0.1%p 우대. 1자녀 0.3%p/2자녀 0.5%p/3자녀 이상 0.7%p 우대
①과 ②는 중복우대 가능
①번 조건 상호간은 중복우대 불가능
②번 조건 상호간은 중복우대 가능 (최저금리 1.5%)
상환 기간은 10년. 15년. 20년. 30년이며 거치 기간은 1년 또는 비거치식입니다.","세대원 전원이 무주택인 세대주(만 30세 미만인 단독 세대주는 제외)에게 지원합니다.
전용면적 85㎡이하(수도권을 제외한 도시지역이 아닌 읍 또는 면 지역은 100㎡). 5억원 이하 주택을 대상으로 합니다.
- 단. 만 30세 이상 단독세대주는 60㎡이하. 3억이하 주택","국민주택기금 수탁은행(우리. 신한. 기업. 농협은행)에 방문하여 신청합니다.
또는 주택도시기금(nhuf.molit.go.kr)홈페이지에서 온라인 신청 가능합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=020&welInfSno=223&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,주거지원,94
"기존주택 전세임대주택 지원사업","무주택 저소득층의 주거안정을 지원합니다.","저소득계층이 거주를 원하는 기존주택을 선정하고 공공사업자가 기존주택 소유자와 전세계약을 체결 후 저렴하게 재임대합니다.","일반 전세임대주택은 무주택세대구성원으로서 사업대상지역에 거주하는 사람을 대상으로 합니다.
1순위: 생계·의료급여 수급자. 보호대상 한부모가족. 전년도 도시근로자 가구당 월평균 소득의 70% 이하인 장애인 등
2순위 : 전년도 도시근로자 가구당 월평균소득의 50% 이하인 가구. 전년도 도시근로자 가구당 월평균 소득 이하인 장애인
청년 전세임대주택은 무주택자인 대학생. 취업준비생. 19세~39세 청년(단. 혼인 중인 자는 제외)을 대상으로 합니다.
1순위: 생계·의료급여 수급자 가정의 청년. 보호대상 한부모 가족의 청년. 보호종료아동. 청소년쉼터 퇴소청소년 등
2순위: 본인과 부모의 월평균 소득 합계가 전년도 도시근로자 가구당 월평균 소득의 100% 이하인 청년
3순위: 본인의 월평균 소득이 전년도 도시근로자 가구당 월평균 소득의 100% 이하인 청년
신혼부부 전세임대주택의 신혼부부는 두 가지 유형으로 나뉩니다.
· 신혼부부Ⅰ: 무주택세대구성원으로서 해당 세대 월평균 소득이 전년도 도시근로자 가구당 월평균 소득의 70% 이하(맞벌이의 경우 90% 이하)의 신혼부부. 예비 신혼부부. 6세 이하 자녀를 양육하는 가정
· 신혼부부 Ⅱ: 무주택세대구성원으로서 해당 세대 월평균 소득이 전년도 도시근로자 가구당 월평균 소득의 100% 이하(맞벌이의 경우 120% 이하)의 신혼부부. 예비 신혼부부. 6세 이하 자녀를 양육하는 가정
1순위: 임신 중이거나 출산·입양으로 미성년 자녀를 양육하는 경우
2순위: 자녀가 없는 신혼부부
3순위: 1 순위가 아닌 6세 이하 자녀를 둔 혼인가구
다자녀 전세임대주택은 무주택세대구성원으로서 사업대상지역에서 두 명 이상의 자녀를 양육하는 가구를 대상으로 합니다.
1순위: 생계·주거·의료·교육급여 수급자. 차상위계층 등
2순위: 전년도 도시근로자 가구당 월평균소득의 70% 이하인 가구
소년소녀가정 등 전세주택 지원사업의 지원대상은 다음과 같습니다.
소년소녀가정·대리양육가정·친인척위탁·일반가정위탁 및 교통사고유자가정 등 월평균 소득 이하 가구. 퇴소 5년 이내인 아동복지시설퇴소자","거주지 관할 읍/면/동 주민센터에 방문하여 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=020&welInfSno=227&pageGb=1&domainName=&firstIndex=0&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,주거지원,95
"농촌주택 개량자금 지원","노후·불량 농어촌 주택 개량 및 신규 주택건축 수요에 대응하여 농어촌 주거환경 개선을 통해 주거복지 실현 및 농어촌 활성화를 도모합니다.","사업실적확인서를 발급받는 경우 대출한도는 주택건축비 범위 내에서 농협 대출심사 결과에 따라 결정됩니다.
시·군·구가 확인한 사업실적확인서 금액 범위 내에서 대출기관(농협) 여신규정에 따른 대출심사(신용 및 담보평가 등) 결과에 따라 대출한도*를 결정합니다.
* 신축(개축. 재축 포함)은 최대 2억원. 증축·대수선·리모델링은 최대 1억원 한도이며 토지구입을 위한 융자대출금은 상기 대출한도에 포함(이하 동일)
사업실적확인서를 발급받지 않는 경우 대출한도는 사업대상자가 주택건축비 증빙서류를 제출하지 않을 시 사업실적확인서는 준공확인서 또는 건축물대장으로 대체합니다.(증축 및 리모델링은 반드시 사업실적확인서 발급 필요)
대출한도는 사업대상 단독주택(사업대상 부속건축물 포함) 감정평가금액 이내에서 대출기관(농협)의 여신규정(신용평가 등)에 따라 대출이 가능합니다.
선금(중도금)은 당해 사업장의 담보가능 한도 내에서 선금과 중도금을 합하여 최대 4.000만원 이내 대출(증축·리모델링은 2.000만원 이내)가능합니다.
사업대상자가 농림수산업자신용보증서 발급요건을 충족할 경우 농림수산업자신용보증을 통해 대출 가능합니다.
대출금리는 고정금리(연리 2%) 또는 변동금리 중 선택이 가능합니다.
대출시점에 선택한 대출금리 체계는 해당 대출이 상환완료 될 때까지 유지할 수 있습니다.
* 변동금리 선택 시 고정금리로. 고정금리 선택 시 변동금리로 변경 불가
변동금리는 대출시점에 금융기관에서 고시하는 대출금리를 적용하며 최초 대출일 또는 최종 금리변동일로부터 매 6개월마다 금리 변동이 적용됩니다.
상환조건은 1년 거치 19년 분할상환 또는 3년 거치 17년 분할상환 중 선택 가능합니다.
대출만기 전 중도상환 가능하며 중도상환에 따른 수수료는 없습니다.
사업실적확인의 경우 아래와 같습니다.
사업대상자가 사업실적확인서와 사업실적(주택건축비)을 증명할 수 있는 증빙자료를 해당 시·군·구에 제출하면. 시·군·구는 증빙서류 검토 및 현장 확인을 통해 사업실적확인서를 발급합니다.
시·군·구는 발급한 사업실적확인서 사본과 증빙서류 사본 전부를 해당 지역 농·축협에 송부합니다.","농어촌지역(준농어촌지역을 포함하며. 이하 “농촌지역”이라 한다.)에서 본인 소유의 노후·불량주택을 개량하고자 하는 자로서 세대주 또는 배우자*인 자에게 지원합니다.
* 배우자는 가족관계증명서상의 배우자를 말하며. 세대주 또는 배우자 중 1명만 신청 가능(이하 동일 적용)
다만. 신축의 경우 융자금 대출일 이전에 기존주택을 반드시 철거한 후 건축물대장 및 건축물등기부등본을 말소하여야 하며. 무허가주택 또는 불법건축물 거주자는 기존 주택 철거 사실을 사진 등으로 증명해야 함
개량 하려는 주택 이외에 다른 주택을 소유한 경우(세대원* 포함)는 사업 신청 불가
* 세대원은 주민등록등본 상에 기재된 세대원을 말하며. 주민등록등본상에 등재되어 있지 않지만 가족관계증명서상의 배우자와 그 세대원도 포함(이하 동일 적용)
농촌지역에서 거주하고 있는 주민 중 무주택자(세대원 포함)로서 세대주 또는 배우자인 자에게도 지원합니다.
도시지역(洞)에서 농촌지역으로 이주하려는 자로서. 주택 융자대출 신청일 이전까지 도시지역의 주택을 처분*하여 관련 증빙서류 제출이 가능하고. 융자대출 신청일 전까지 「주민등록법」에 따라 사업대상 주택으로 전입신고를 완료할 수 있는 세대주 또는 배우자도 지원 가능합니다.
* 융자대출을 받지 않는 경우는 건축물 소유권 등기를 하기 전 까지 도시지역 주택을 처분하지 않거나 소유권 등기를 하기 전 까지 사업대상 주택으로 전입하지 않은 경우 사업대상에서 제외
도시지역에 거주하면서 2주택 이상을 소유한 경우(세대원 포함)는 사업 신청 불가

※ 「농어촌정비법」에 따른 국고보조금을 지원받는 신규(전원)마을조성사업 입주예정자가 분양받은 조성용지에 주택을 건축하는 경우 위의 규정은 미적용
건축행위 진행 중인 경우의 사업신청의 경우 사업대상자 요건을 충족하는 자가 건축법에 따른 건축허가를 받은 경우에는 건축법에 따른 착공신고 전까지 사업신청 가능합니다.",NULL,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=05&searchCtgId=020&welInfSno=208&pageGb=1&domainName=&firstIndex=10&recordCountPerPage=10&cardListTypeCd=list&welSrvTypeCd=01&searchGb=01&searchWelInfNm=&pageUnit=10&key1=list&stsfCn=,생애주기,중장년,주거지원,96
